,keypoint_coords,keypoint_scores
658,"[[48.56862431903218, 423.4303626831639], [13.167109001514524, 450.7081246261962], [16.548818499542946, 399.84051718095844], [28.7979648501374, 444.5113157427482], [38.826210199400435, 370.6056790146531], [164.5330112812131, 489.940566423407], [178.7039434743482, 298.000885447817], [323.40092752146165, 528.1724789268092], [295.2772197058035, 276.77346261494466], [369.7023680930914, 539.8731432462994], [459.0112221740013, 282.4674440228768], [428.6390160571697, 477.9272687264036], [427.39255723842354, 344.72308145185406], [610.0202723880147, 443.89095908717104], [593.214604488639, 364.40078662343], [744.9277584552765, 437.45806972375897], [746.1210126655046, 388.56015438098086]]","[0.9910772442817688, 0.9659862518310547, 0.9726594090461731, 0.42897942662239075, 0.5888929963111877, 0.9967721104621887, 0.9032312035560608, 0.9277585744857788, 0.9853546619415283, 0.970607340335846, 0.739291787147522, 0.9945513606071472, 0.9812867641448975, 0.9855151176452637, 0.9616336226463318, 0.9303392171859741, 0.7382611036300659]"
659,"[[62.166250095811, 409.22009335750596], [32.147543175275935, 451.97568172473086], [19.77707783011503, 407.91321968918214], [27.824843029643215, 447.44763242000596], [40.311075077500455, 374.7418008466657], [160.2770016248836, 492.94408314536065], [127.05795430028162, 337.70896218039775], [322.4699187167855, 528.7117376738188], [295.8993944789088, 281.78597336180474], [378.0785152967586, 535.294861131878], [464.7637681739275, 285.71621981534093], [426.75624270217367, 481.4734901537735], [420.1998699848042, 352.86427183014354], [600.3204421109932, 478.52407063023327], [599.0220057465309, 367.1993799529007], [751.6879229989163, 446.98164798426285], [745.8045918664267, 388.8507284502093]]","[0.9715520143508911, 0.8727998733520508, 0.9742522835731506, 0.37611889839172363, 0.6262087821960449, 0.9956926107406616, 0.28094053268432617, 0.9314221143722534, 0.9877814054489136, 0.9816244840621948, 0.7796507477760315, 0.9950335025787354, 0.962744951248169, 0.7106359004974365, 0.958741307258606, 0.9165319204330444, 0.7235375642776489]"
660,"[[59.373922835948854, 415.7044625168212], [11.71055829247763, 464.84938626084033], [16.267350684764775, 407.7202639055024], [24.496648744095204, 454.741073681407], [37.32648357125216, 377.3939302435332], [165.6520390177882, 497.70884536670155], [126.62023340269577, 342.2427178341806], [332.76242544484694, 537.8566672585227], [294.68031211232034, 273.57983748878587], [379.67400400028674, 532.0241886120664], [452.0210945661678, 299.19154409016147], [431.63096088586855, 479.9610513933538], [422.2655777556952, 353.8200765363337], [602.2828261353249, 471.55875028035285], [596.7312617634618, 370.4284726375598], [750.6355715796005, 452.20074959348835], [741.0225915243459, 383.5735937967255]]","[0.9782991409301758, 0.9662472009658813, 0.977167010307312, 0.35589948296546936, 0.602180004119873, 0.9967614412307739, 0.24984195828437805, 0.9031439423561096, 0.9856947660446167, 0.9708284139633179, 0.7916283011436462, 0.9943038821220398, 0.9579405784606934, 0.7329171895980835, 0.9424815773963928, 0.9238746166229248, 0.6907230019569397]"
661,"[[69.32555726517079, 418.1050599020634], [32.36511239340139, 457.17894339675536], [31.97249008888422, 418.06029105300536], [35.71701493374137, 455.1081870047099], [53.43098015008971, 385.8653565913296], [167.6766414642334, 501.58640446275047], [131.67612581474836, 352.18977786707535], [327.67296103544015, 544.4176048753365], [291.6202088067698, 280.11792342628587], [392.86216163635254, 590.2695826480264], [440.72259947311045, 276.8144788240132], [418.12859053389974, 478.1501616701555], [411.9477555252785, 355.79789595170456], [624.4139607673468, 498.13987038352275], [591.478585797687, 380.9180972450658], [765.1880396022353, 495.77492453835225], [723.6241086028343, 349.718262886887]]","[0.9779393672943115, 0.8903412818908691, 0.9762963652610779, 0.41148361563682556, 0.6574720144271851, 0.9965518116950989, 0.26692599058151245, 0.9230116009712219, 0.9883038997650146, 0.855114221572876, 0.9291461110115051, 0.8101484179496765, 0.9458860754966736, 0.927243173122406, 0.9426606893539429, 0.8085025548934937, 0.902148962020874]"
662,"[[50.8892524186955, 428.9639267624851], [24.90352340077245, 480.24937387858853], [33.88075265219045, 426.6857968563098], [35.03969516310581, 459.5021458675987], [54.90797796914744, 397.41315412749515], [150.53328367721204, 497.31469697359074], [172.10574846489484, 316.1558773643092], [291.4414867356766, 550.6566039454995], [287.6259835708973, 282.1035430762186], [413.54790683125344, 560.4874343507028], [436.11590416486877, 288.63529515608644], [433.9408985404081, 496.7672430157091], [431.18487218368887, 369.885528418436], [630.2799980695858, 511.84512489720396], [596.6507456579874, 385.50941868832234], [746.6811044382495, 506.2935656679874], [743.7394132835921, 368.42290120832087]]","[0.9721758365631104, 0.9627090096473694, 0.9796538949012756, 0.42862844467163086, 0.6820361614227295, 0.5750296115875244, 0.9528006315231323, 0.9875534772872925, 0.9857672452926636, 0.9411332607269287, 0.845797061920166, 0.9970504641532898, 0.9899713397026062, 0.6831358671188354, 0.9317044019699097, 0.7831096649169922, 0.8975657224655151]"
663,"[[84.92075782598451, 437.65418239757776], [35.335207473400025, 465.28454648250596], [39.141755481098976, 412.2629733290969], [52.82080122481945, 475.75000963712995], [58.30094479405603, 385.8413805801903], [179.5637330343557, 506.8450781717255], [182.21212271756906, 342.2381562593451], [346.752160183219, 548.8986279063248], [299.47891894052196, 289.9127091403213], [407.9026258823484, 596.0817065079247], [449.77754348932314, 291.9019432615435], [447.2039869219758, 492.85202975478467], [440.38868092381676, 368.0312993537866], [631.4422568387764, 508.77366061415967], [606.9540294381076, 389.6464750299043], [747.2393632933151, 514.3314226506429], [749.0890354777491, 370.60839785343154]]","[0.9696328639984131, 0.9558148384094238, 0.9368373155593872, 0.43579983711242676, 0.8487156629562378, 0.932754635810852, 0.9952503442764282, 0.7233380079269409, 0.9837955236434937, 0.7078331708908081, 0.9139711856842041, 0.8857681155204773, 0.9887648820877075, 0.6490577459335327, 0.9137450456619263, 0.8145632147789001, 0.8967713117599487]"
664,"[[59.691556132116986, 455.2116430547249], [47.45151138305664, 472.3884516811827], [68.36616028186887, 423.86769563957836], [67.47215310917345, 491.4057167637291], [64.82791426015454, 395.44208800393426], [164.15344930249591, 507.2450117631392], [184.9454801027165, 345.8904824872907], [347.47497221480967, 550.6024111515027], [325.39053289280383, 330.8901086834629], [386.95106510783353, 552.5405168305174], [454.27075851795286, 292.4478574688925], [442.4613533685374, 498.33250784988036], [423.781381780325, 361.2857800351376], [623.5114424949469, 500.4254705255682], [601.2681361353675, 385.3547281511663], [749.6416633073674, 506.39970259232956], [746.6542515643807, 374.6888827821284]]","[0.9919329285621643, 0.9621626734733582, 0.9388617873191833, 0.7191911339759827, 0.8417065143585205, 0.3286518156528473, 0.9958229660987854, 0.708625078201294, 0.5133123397827148, 0.9472416639328003, 0.9298403263092041, 0.9058667421340942, 0.9064773321151733, 0.6443594098091125, 0.9304925203323364, 0.8340668678283691, 0.8955658674240112]"
665,"[[83.05301943490672, 466.54036380457535], [64.45272042030513, 477.1775387120589], [69.44375211139058, 428.55976889578346], [78.01092272026594, 498.7697291031979], [85.1899888681811, 393.1439355001495], [196.3969340657079, 552.3132382625598], [198.9858279339103, 361.9748698695425], [331.3293688352718, 573.161591890326], [303.08946443158527, 297.5619108939285], [401.6054403615552, 551.3471159866552], [450.3553755117017, 295.5930049111398], [424.8459358215332, 494.1355450643877], [423.92735432469567, 374.1101132625598], [616.6689088510913, 505.26460054388457], [581.347961603209, 389.1582872308612], [754.268670303877, 514.8954984674043], [748.9579535195994, 376.6834167772503]]","[0.9912002086639404, 0.9718178510665894, 0.9731400609016418, 0.7265833616256714, 0.637792706489563, 0.9475274085998535, 0.9974915981292725, 0.9895039796829224, 0.9849398732185364, 0.9736143350601196, 0.94721919298172, 0.9912182092666626, 0.8358824253082275, 0.9564483165740967, 0.9231352806091309, 0.8888528347015381, 0.8933745622634888]"
666,"[[119.5597888369893, 474.6736342142643], [99.94262480735779, 484.21594063060707], [100.18639104865318, 439.7183446564743], [109.85574080223262, 509.7796908291903], [107.82991011198177, 400.15382027511964], [227.61936400657478, 532.1233342366926], [211.88995409150456, 356.7182944265849], [351.7834656737572, 571.2902934243234], [312.52884049193807, 295.17840061461527], [453.76333635906843, 552.0638001364384], [467.76044370961745, 301.2442907305996], [441.55834694795834, 507.72150797136663], [432.91049646776776, 377.19154759457234], [603.2362960549289, 507.8525203723086], [582.279203459274, 388.16525399970095], [742.6170712570812, 519.0581486898176], [750.8671758452127, 374.956885524914]]","[0.9878724813461304, 0.9694268703460693, 0.9756112098693848, 0.7224949598312378, 0.6793919801712036, 0.8807095289230347, 0.996495246887207, 0.9891761541366577, 0.984449028968811, 0.9828242063522339, 0.9446582794189453, 0.8842250108718872, 0.8658338785171509, 0.9480114579200745, 0.9099934101104736, 0.9010800123214722, 0.9030507802963257]"
667,"[[148.21424914515296, 476.47259433874103], [118.73383424448413, 489.2218614423104], [117.83212928993758, 447.1459785716956], [133.03685618555824, 515.3538286857057], [142.15375407906467, 420.15011436060854], [254.3377924187239, 532.9299152867076], [238.6743739372076, 373.6498965030652], [372.0067928225495, 579.0678829211367], [327.69557174416474, 304.0278515975441], [446.1855318823526, 557.1842993047248], [479.77376724952876, 321.50510067004336], [439.1231425972872, 518.09219287343], [443.98358677708825, 377.71054500598086], [597.4345604652582, 518.6810156717255], [578.474204928376, 393.54367196845095], [725.3884383135064, 522.7139968507028], [769.0104193576547, 379.37714061098234]]","[0.9860295057296753, 0.9684485197067261, 0.9708287119865417, 0.7443346977233887, 0.7449172735214233, 0.9924263954162598, 0.9966411590576172, 0.9823632836341858, 0.9775153398513794, 0.9851117134094238, 0.9521960020065308, 0.9064375162124634, 0.8455533981323242, 0.9519670009613037, 0.886620283126831, 0.9079269170761108, 0.854956865310669]"
668,"[[190.82070718809615, 491.7774372009569], [164.71609834183096, 493.5238559850665], [163.40910206284633, 453.391936817808], [162.84969054820925, 526.7569451583059], [162.67430993013605, 416.21842525792465], [275.95771780679394, 541.540982917165], [255.95088909947594, 376.63074402147504], [413.4700487713481, 589.4725102328798], [337.35689815255097, 308.01143226441013], [486.79605909835465, 544.1292823901017], [487.54236522940704, 330.68146482038725], [447.0472677363906, 513.6593000056071], [457.6731765214787, 413.9641691509046], [572.8250959529433, 533.695465525942], [563.7183294961619, 400.8927136288876], [751.8504991753157, 519.3589906829396], [763.7790266524914, 411.07283742804276]]","[0.9555568695068359, 0.9577053189277649, 0.9697564840316772, 0.7808437347412109, 0.7493597865104675, 0.9842990636825562, 0.9920727014541626, 0.9698131084442139, 0.9540611505508423, 0.9584479331970215, 0.9346719980239868, 0.9738300442695618, 0.9700483083724976, 0.9023974537849426, 0.767255961894989, 0.8570725917816162, 0.8102453947067261]"
669,"[[211.94619624143422, 494.51067910810406], [191.92723833128463, 498.31635835638457], [188.26829531026442, 460.9221857244318], [203.70767031159514, 524.0628212376645], [193.23694934401402, 418.036957517195], [297.71790233878204, 550.7930569443406], [277.74074044338494, 384.9635190826854], [441.2011862466502, 587.685673955525], [370.84481119555096, 306.4915035558089], [456.74458641229677, 540.9071576424193], [511.5003566298374, 339.7919226833508], [457.8429387114769, 504.87396532268616], [473.84189765397895, 411.83896735524445], [573.305956552195, 531.6865970301286], [576.8505044094352, 397.7102646531101], [751.898684124614, 518.9885919744319], [759.8873015115428, 412.45751777904457]]","[0.9210565686225891, 0.9483416080474854, 0.9733612537384033, 0.7598475217819214, 0.8048878312110901, 0.9727534055709839, 0.9902970790863037, 0.8867871761322021, 0.9112896919250488, 0.9372094869613647, 0.8945316076278687, 0.9745485782623291, 0.9680019617080688, 0.8434586524963379, 0.7914015054702759, 0.8543733358383179, 0.8196125626564026]"
670,"[[228.70868871378346, 492.31356534090907], [208.8437770826872, 497.4427868418716], [204.2000889999922, 466.5666395853581], [218.6619008197341, 525.6904653156773], [207.6212141014809, 428.10209867486543], [302.49147503875025, 555.8924683201255], [279.87808622315873, 383.5456431995739], [428.3392438666765, 592.4910068055659], [375.06488684720773, 314.35772909502094], [455.2109445083973, 563.5344801907333], [518.6540390724359, 327.17133006410734], [453.73208857691566, 507.82325270073267], [466.92779833771465, 413.8024230664997], [606.1851362184037, 523.1256366346441], [593.0265005244765, 389.6097049986917], [758.3216937752658, 520.6127520839564], [758.6031568660293, 409.7674429131467]]","[0.9000275731086731, 0.9237149357795715, 0.9606391191482544, 0.7263140678405762, 0.7447724938392639, 0.9661878347396851, 0.9893150329589844, 0.9315271377563477, 0.9200284481048584, 0.9509503245353699, 0.9289844632148743, 0.972795844078064, 0.9693225026130676, 0.8987988233566284, 0.9821969270706177, 0.870370626449585, 0.8856810927391052]"
671,"[[249.31457444124445, 480.9773845763868], [230.3702159925949, 493.9070173199667], [227.37030608155007, 463.94227242355714], [234.596886368685, 529.6403510718825], [226.15533203302428, 432.79536343077154], [304.34895287003627, 540.9966456947144], [295.8977883139322, 395.73210647802034], [415.19473691319314, 607.9301897988936], [389.9597175953, 312.0119290146531], [490.5357874936836, 575.7150049529007], [528.8463714954465, 325.4607336601002], [466.734793995702, 509.3476991790333], [478.6537978593693, 413.4698719955517], [582.5515271563863, 524.1125721908643], [573.2535892752715, 387.20897546795567], [742.0515279714451, 528.8617615038128], [713.6250828587732, 373.53045449872906]]","[0.9274816513061523, 0.8868671655654907, 0.9253947734832764, 0.7816417217254639, 0.7099355459213257, 0.9865902662277222, 0.9938121438026428, 0.7714585661888123, 0.8836672306060791, 0.3286791443824768, 0.9041074514389038, 0.9689255952835083, 0.9767252206802368, 0.8344135880470276, 0.9276860952377319, 0.8498877286911011, 0.6514537334442139]"
672,"[[279.0038947171943, 480.77513042249177], [253.7968549506609, 499.4290299849077], [259.5822611964026, 465.94115334834777], [257.98606074133585, 531.5653152100778], [247.0065311165743, 438.7578966058612], [301.257203390432, 571.7654229123057], [309.8036402990652, 403.5447174510317], [449.09003874313004, 594.3068567303379], [394.31905089977175, 329.2114841880981], [499.5513899159986, 570.2368981758373], [506.66452771563866, 324.29974569658344], [477.4093317874642, 511.26662258896533], [478.583312411641, 422.61719918136964], [613.2061888007231, 527.9313520951705], [585.2309378690499, 384.9898291774914], [760.8666527326717, 517.8661642120215], [746.9135031256565, 409.0580961236543]]","[0.9096106290817261, 0.9159119725227356, 0.8970443606376648, 0.7656315565109253, 0.7488687038421631, 0.8221412897109985, 0.9925752878189087, 0.8066285848617554, 0.8597248196601868, 0.3449675440788269, 0.9070679545402527, 0.9672044515609741, 0.9716063737869263, 0.820846438407898, 0.8790005445480347, 0.8717608451843262, 0.8622611165046692]"
673,"[[291.4473901793014, 485.0066280821294], [263.717928154524, 505.4702393746262], [265.99900680364567, 469.2447877728768], [261.5910067003827, 526.1185553883822], [254.36533972274427, 433.1186336535586], [327.4156093153843, 572.58712549529], [328.65993209217874, 396.39164536763604], [467.44082317795863, 591.9557204543119], [413.31810241521794, 335.21483498897277], [565.2992209944614, 565.1728959517045], [523.4379790161931, 350.73332718114534], [519.6463986552039, 511.4647678210975], [508.80010986328125, 420.99944630308016], [634.3955876948529, 521.0448459460974], [618.7914102022038, 395.69385656329433], [780.2414870151254, 497.9754667875299], [753.2869397540426, 406.99079887718676]]","[0.9445029497146606, 0.9261462688446045, 0.9243857860565186, 0.7508492469787598, 0.7480805516242981, 0.6774239540100098, 0.9926936626434326, 0.9602702856063843, 0.9497544169425964, 0.2919415533542633, 0.8770939111709595, 0.9586388468742371, 0.965347945690155, 0.613442063331604, 0.9412248134613037, 0.8240759372711182, 0.7594121098518372]"
674,"[[297.3836058683174, 479.14562316602496], [266.23328013752786, 499.2005044307435], [267.01152375687, 465.06424753289474], [269.8729476041572, 533.0981211685107], [261.75624958304473, 432.0185873953349], [336.6237594249637, 567.0796984804874], [333.7001266035923, 397.95218289754035], [463.89402668975123, 588.1749838961368], [412.2714418588683, 344.26667281885466], [552.0757828424144, 567.246888083134], [507.086760143901, 338.6609616804351], [511.55126418623814, 513.1598747289922], [500.63623783200285, 421.74839731608853], [618.2936455039091, 523.5344320050838], [612.8480706991152, 397.7611238762522], [767.1321511379508, 502.9914877859599], [766.1132662129957, 410.0315353174529]]","[0.9213149547576904, 0.9209662675857544, 0.9253383874893188, 0.6908409595489502, 0.7457706332206726, 0.6963620781898499, 0.9909837245941162, 0.9647290706634521, 0.9329546689987183, 0.35569238662719727, 0.7582628726959229, 0.9635422229766846, 0.967431366443634, 0.675115168094635, 0.9573399424552917, 0.842917799949646, 0.745932400226593]"
675,"[[317.8495426621548, 482.5257734818892], [287.701684330785, 500.7787399657035], [286.5609418735948, 469.83435087797176], [286.5982426931692, 522.6300340862365], [282.74784638160884, 438.3490019437799], [361.32561306620755, 562.0492918753738], [334.9555350680684, 398.0865274091657], [488.0046195096748, 589.9912104994486], [417.3314713267393, 342.10257644288276], [521.3765587806702, 557.6837128999701], [510.94355277128, 345.14813144811603], [534.5737038545831, 524.806991650157], [513.4544563071672, 423.02792197779604], [628.6710065575534, 522.8976046183462], [623.1306632951249, 400.445834803239], [781.6938380751499, 505.7186729029605], [767.1828020228896, 404.64489804500596]]","[0.8484814167022705, 0.9155179262161255, 0.9379355311393738, 0.7642742395401001, 0.6504887938499451, 0.9562544822692871, 0.9905232191085815, 0.9622658491134644, 0.953133225440979, 0.8262686729431152, 0.7277516722679138, 0.9455699920654297, 0.969336986541748, 0.7583411335945129, 0.9627901315689087, 0.8637385368347168, 0.7154412865638733]"
676,"[[327.9317614533181, 478.79458048697296], [297.84245255936025, 493.51201253644587], [297.475725728412, 463.07522860440343], [298.17932361780214, 523.4174343273401], [294.9413532878077, 432.12023867374404], [369.14317073378453, 559.8671945088217], [347.5855991895809, 394.98291015625], [500.29857786311663, 586.1990327241889], [427.4139231692913, 348.54461231870516], [572.9546158369197, 552.9152639288651], [515.811085335044, 378.5215357730263], [541.784572069035, 522.0085735412306], [515.4871588640435, 422.70188327040967], [635.4648581479871, 526.4512291137112], [623.1534361950187, 400.2722649825247], [785.9605932901072, 513.3978534315191], [765.5433736845505, 402.516378010289]]","[0.8248725533485413, 0.9173392057418823, 0.9319584369659424, 0.7933509349822998, 0.6201095581054688, 0.9490519762039185, 0.9872000217437744, 0.9463104009628296, 0.9409677386283875, 0.8193640112876892, 0.816624641418457, 0.9436740875244141, 0.9576662182807922, 0.649859607219696, 0.9490844011306763, 0.8538355231285095, 0.7032490968704224]"
677,"[[323.19911761616555, 478.53052312677556], [290.3543382245441, 494.5249515515195], [290.05467193071235, 465.6435208115281], [291.6409188869388, 515.549193751869], [287.940155739008, 436.75183163875596], [358.8343315124512, 554.7733872701107], [343.52262221935183, 399.4120795875075], [481.7620168286701, 586.342797165282], [422.5447536852471, 352.6268771960975], [529.6120865358863, 569.1298869009794], [499.40055527797966, 364.6234276876495], [529.0665357722793, 518.298628957648], [510.3734508115192, 422.9876329339862], [617.7150623632032, 525.9427157315341], [613.7799408491268, 403.67758718974284], [770.4807216733001, 508.7554143148176], [757.4710247128509, 413.3049135345021]]","[0.8242375254631042, 0.895484447479248, 0.9303857088088989, 0.7486684322357178, 0.6217619180679321, 0.9445673227310181, 0.9882056713104248, 0.9660382270812988, 0.9395477771759033, 0.9027016162872314, 0.674384593963623, 0.9354434013366699, 0.9642683863639832, 0.7729090452194214, 0.9626120328903198, 0.8804826140403748, 0.7771346569061279]"
678,"[[325.38201549441317, 480.00967071387186], [291.98346191228825, 495.45371315696025], [291.91181908097377, 464.86844149502843], [294.1982516133508, 520.4517915716582], [291.50337290209393, 435.4648951480263], [364.06898693705716, 557.6029537511214], [344.37751455085225, 396.5269273091731], [497.7861327237861, 586.0970101972516], [425.53218752284386, 350.5222623542165], [545.4271369313085, 568.2119093899521], [509.01150164493293, 397.95227926883973], [539.2224302957225, 521.3281863271905], [511.571988438451, 424.18324155670604], [628.5108565563379, 521.3745876476526], [620.2580136143885, 405.69718794389206], [779.8093530521836, 507.3515706769587], [764.6844423205354, 415.64742530932267]]","[0.8297774791717529, 0.9015085101127625, 0.9270410537719727, 0.7457388043403625, 0.6014126539230347, 0.9373950958251953, 0.9849695563316345, 0.9549925327301025, 0.9303112030029297, 0.8632790446281433, 0.7192239761352539, 0.9386823177337646, 0.9589113593101501, 0.685720682144165, 0.9450782537460327, 0.866114616394043, 0.7003476619720459]"
679,"[[326.08759432060776, 476.95198168594874], [295.3419261089591, 491.07608539636055], [295.06219200755277, 461.7172431033194], [295.34717921323556, 517.1558551697069], [291.5750173080799, 432.8199702358702], [360.8835775685865, 554.7388688228917], [341.7447849761608, 399.69748757102275], [472.52795077479163, 571.9453700307454], [418.8425261419873, 358.75073008560105], [504.10327405707784, 557.0080975254186], [486.8492955939714, 368.8930091675389], [527.0271597573924, 520.7801490309135], [503.39697875532994, 424.49486837432715], [623.02158107314, 519.9181895278857], [615.671732348065, 408.800193385074], [779.2337665114292, 504.88196560070276], [758.6920580974845, 415.82395854749177]]","[0.8159232139587402, 0.9058750867843628, 0.9229350090026855, 0.7719414234161377, 0.541958749294281, 0.939680814743042, 0.9866904020309448, 0.9602041244506836, 0.937661349773407, 0.8223530650138855, 0.7362210750579834, 0.928732693195343, 0.9532198905944824, 0.7765424251556396, 0.9521507024765015, 0.8667515516281128, 0.7413375973701477]"
680,"[[324.0440233807231, 484.3047763514177], [291.08896029272745, 498.63687615645557], [290.18978189867596, 467.4573717619243], [290.5960156640341, 517.9478695518092], [286.2031135115513, 438.44538492449163], [356.34825897216797, 555.1454739365281], [334.32880162083825, 398.911270068593], [479.9638678972111, 581.0522037487851], [421.9073108968347, 355.91171337657], [517.3207071991854, 569.0567586068331], [506.5857248528059, 386.7744876551286], [511.99959364602734, 510.0611315275493], [496.4103799864303, 421.7475182930248], [613.4403582062832, 518.8692609431071], [610.0643647659657, 400.58941343754674], [772.5283930578897, 507.46558084442285], [760.4548383313556, 412.5924595006915]]","[0.8484358787536621, 0.9028058052062988, 0.9257021546363831, 0.7320148348808289, 0.5958195924758911, 0.9452395439147949, 0.9885511994361877, 0.9588255882263184, 0.9353755712509155, 0.8402527570724487, 0.714849591255188, 0.9497158527374268, 0.9591439962387085, 0.7765330076217651, 0.9685959219932556, 0.8773369789123535, 0.766169548034668]"
681,"[[279.5569382601006, 494.826262989683], [265.6971989565117, 499.30236159329206], [267.1059788548669, 470.06878136447745], [269.8366356783135, 525.2145896802108], [263.19689138545544, 439.53264008298447], [332.90113511196404, 562.58865575471], [324.51825146342435, 399.46704043155654], [449.8494429920995, 589.2887863816256], [405.9578372378682, 361.8493068275269], [538.9960389802623, 574.2443205180921], [494.69885058735696, 349.5334869822817], [495.05288714031843, 509.62053946901165], [485.83266874801285, 398.44364440041863], [620.3952730090119, 520.9094822349731], [630.0052048938219, 415.9143708881579], [761.5583807479504, 507.4724378083882], [760.6031881376755, 412.8041507410661]]","[0.6815149784088135, 0.9026157855987549, 0.9163981676101685, 0.6361789107322693, 0.6799947023391724, 0.7519626617431641, 0.9881695508956909, 0.9622291326522827, 0.9164139032363892, 0.4402419924736023, 0.7657443284988403, 0.9628057479858398, 0.6479617953300476, 0.7964326739311218, 0.6449225544929504, 0.8492400646209717, 0.8035660982131958]"
682,"[[282.0852875820426, 488.70806972375897], [261.1013342391613, 492.7076646357632], [262.95140324082485, 457.10829739365283], [259.20151191534, 513.629201496617], [260.9720222118289, 439.40067565041863], [327.1668867953988, 568.3047587563547], [326.1564011684684, 392.63479123275243], [448.64040860464405, 591.0924650493421], [406.94055983077646, 355.8883506373355], [548.6961519108262, 572.1146316163278], [490.0222776546035, 345.4033635335676], [501.7894642852074, 511.9633140746486], [493.2516455539437, 403.8188733552632], [626.4473097268925, 521.1878317508971], [619.0453039435454, 397.85395718077154], [767.6587842896928, 507.6513671875], [763.1345797250437, 410.42909321032073]]","[0.7551814317703247, 0.9056985974311829, 0.913392186164856, 0.7303023338317871, 0.4971686601638794, 0.7061824202537537, 0.9905199408531189, 0.9602937698364258, 0.9254714250564575, 0.2965814769268036, 0.7863796949386597, 0.9630261659622192, 0.5904393792152405, 0.7226267457008362, 0.9691165685653687, 0.8545539379119873, 0.7655435800552368]"
683,"[[274.4303682903911, 485.1013884475927], [252.67229381827423, 489.90611959302254], [258.2413779857547, 455.3209719133149], [258.62803228511365, 527.6703552538128], [246.8102262630019, 430.39542020222785], [306.3179205961006, 568.0483760559958], [310.18536272714306, 399.0604382382626], [433.69580327632815, 593.4765019028952], [392.05103887513627, 348.86069265849284], [512.3460749249126, 576.3899194452752], [484.6074042209359, 346.22174276689594], [475.77682255589684, 509.116080982263], [476.6833042765773, 426.1607601768092], [600.3824117350024, 523.6760043641597], [581.44613922474, 396.46693179481906], [732.000736081323, 526.246641606235], [746.6595597821613, 409.53698993299565]]","[0.8167217373847961, 0.8935826420783997, 0.8805559873580933, 0.7382057905197144, 0.697807788848877, 0.8247904777526855, 0.9907636642456055, 0.9650677442550659, 0.9509187936782837, 0.38658052682876587, 0.877142071723938, 0.9678605198860168, 0.9627293944358826, 0.7979443669319153, 0.9246888160705566, 0.8990088701248169, 0.8571085929870605]"
684,"[[257.3130492720493, 481.4421410081489], [252.3244866659475, 479.83809621710526], [251.77391220802485, 455.46551718095844], [248.74189789350643, 517.7522066107207], [241.12301338550657, 436.97947816985646], [290.7272235959075, 565.0802568499552], [294.8326442629792, 400.9418542305248], [426.4774908021439, 590.2608734568911], [371.6648560457451, 323.1647400194378], [475.8523501019145, 581.1278128738038], [485.86576204521714, 334.1257750588741], [449.53100346409997, 528.105439546576], [460.493249493976, 426.3839502654007], [613.9309597237166, 521.7762164978319], [597.3497990452967, 405.37166175659763], [760.3301747344261, 526.5222868850927], [745.8947516541149, 405.6417481636887]]","[0.8470203280448914, 0.8638923168182373, 0.9112035036087036, 0.7863560914993286, 0.6238813400268555, 0.9107637405395508, 0.9870861768722534, 0.9221991300582886, 0.9405862092971802, 0.5483155846595764, 0.9069007635116577, 0.94214928150177, 0.966326117515564, 0.9220162630081177, 0.9836945533752441, 0.8484368324279785, 0.8847428560256958]"
685,"[[238.62798411347146, 494.14655913576553], [225.18213777763899, 489.0935634996332], [223.64396948038146, 464.1491319574237], [229.82602840246156, 519.104415674529], [221.9300465805586, 434.8304682827452], [307.5157102540482, 553.6595861991627], [277.33403742590616, 395.7851983029306], [415.5916793290959, 585.7775689083994], [352.7367844248927, 316.53681850889654], [486.21020569912224, 557.7279385653409], [488.8786378017692, 339.4015137886887], [452.3177248932595, 505.38983942789326], [461.39277116642444, 427.0172790819378], [605.9862205594085, 522.8050414454995], [601.7066632647848, 408.64871376439146], [764.6879585620969, 525.2150364925986], [749.1986672601034, 415.45087166380085]]","[0.8418492078781128, 0.881216287612915, 0.9322211742401123, 0.7775761485099792, 0.6976314187049866, 0.9642153978347778, 0.9877610802650452, 0.9445472955703735, 0.9532413482666016, 0.6839085817337036, 0.923878014087677, 0.9784495830535889, 0.9665133953094482, 0.9518647193908691, 0.9867602586746216, 0.8717999458312988, 0.9069517850875854]"
686,"[[219.68003777570505, 485.9124084180622], [198.24460799195046, 491.8566016603315], [196.70337144718613, 458.43515788539173], [209.08282718270326, 514.9812192779979], [200.63359022140503, 418.622649708433], [285.7148991961812, 556.8781773325359], [278.4449493053348, 374.6865479683762], [417.83399271410565, 570.1740976726039], [352.33757369462836, 308.5642501612029], [458.81107827120053, 568.8191872920717], [482.6575703288234, 332.35106545772277], [483.51960222111194, 505.77573055285586], [493.33110348013946, 410.20167300575656], [622.7849417952605, 521.258574125299], [613.0873499138411, 404.1329079951966], [766.8472489645314, 525.6409742729516], [784.3080258923908, 428.39778334330146]]","[0.9107247591018677, 0.9432704448699951, 0.9697021245956421, 0.7481784820556641, 0.7453224658966064, 0.9603791236877441, 0.9775298237800598, 0.9346668720245361, 0.9529615044593811, 0.9586892127990723, 0.9396898150444031, 0.9561710357666016, 0.9404973983764648, 0.9386122822761536, 0.9884300231933594, 0.8642258644104004, 0.8269833922386169]"
