,keypoint_coords,keypoint_scores
1374,"[[133.77247974484467, 539.1621537642045], [75.2542523228845, 549.5242178154904], [73.11298246161883, 499.86446690901613], [87.17850771615672, 555.8959026427931], [89.15732343806778, 470.29233211535586], [182.24620490850404, 576.1872418417314], [186.81375545679137, 416.889922949686], [353.4438591890557, 596.1994926781175], [303.65029472528505, 361.00358734860947], [458.336116391559, 576.9960890774521], [408.82055231582285, 367.7485853861393], [455.564332296682, 518.1164083526465], [420.14435080594797, 424.14383445630233], [642.1926465588947, 525.2062462619617], [603.3713839774908, 422.5029145017195], [754.278233284174, 523.864016008149], [753.487968622252, 421.08816922566535]]","[0.9463651776313782, 0.965979814529419, 0.9163061380386353, 0.6647464036941528, 0.8537038564682007, 0.8620650172233582, 0.9976174831390381, 0.6404361128807068, 0.9758299589157104, 0.6253910064697266, 0.8817801475524902, 0.9672703742980957, 0.9705376625061035, 0.733745276927948, 0.9825888276100159, 0.7917917966842651, 0.8713809847831726]"
1375,"[[113.97215661337209, 540.1086834629186], [56.5321225454641, 548.2853501607357], [55.996658635693926, 500.54516367935105], [68.48963342710984, 553.3065430855637], [85.73793677396553, 484.49684033553564], [172.58097174001296, 578.6888071452602], [178.88883195921431, 423.12198912698113], [342.70218055192817, 604.868041408119], [286.9750112045643, 356.7916446667539], [437.68992379654287, 584.5469030352871], [399.8804632674816, 376.543243262186], [442.8076204920924, 522.4884412847638], [411.6735374982967, 426.7201751270933], [613.2685174498447, 519.5943819620962], [596.9844406039216, 426.7550089712919], [748.6551268599754, 528.3881870981609], [746.8535325471745, 419.4797818854665]]","[0.9670714139938354, 0.9552555084228516, 0.9094145894050598, 0.7039426565170288, 0.7805119156837463, 0.8874566555023193, 0.9972342252731323, 0.7819669842720032, 0.9732092618942261, 0.5794838666915894, 0.787407398223877, 0.9834455251693726, 0.9577579498291016, 0.959052324295044, 0.9857491254806519, 0.907570481300354, 0.9074902534484863]"
1376,"[[92.23671961939613, 537.0058722245066], [45.20723280795785, 544.9979645213442], [43.774791894957076, 499.1532700826106], [56.46993561678155, 555.5248118131354], [65.50336332099383, 470.70782967161335], [152.43910235027934, 607.2478284333881], [170.87897855182027, 429.73338149951405], [289.7762322093165, 623.3375483608702], [310.0436123692712, 355.7731869346217], [401.02000267561095, 595.7408967086573], [404.6559822614803, 376.9157387765401], [430.6756360031838, 537.7383291436154], [427.2563544484072, 422.8171667071621], [611.5035169290942, 527.7164791417464], [597.6196977482285, 430.6825190639952], [748.9947409962499, 537.9635459498355], [746.4043755974881, 418.81287789230714]]","[0.9791474342346191, 0.9496938586235046, 0.9024720788002014, 0.7039192318916321, 0.8792487382888794, 0.048730283975601196, 0.9959560632705688, 0.9690219163894653, 0.8348386287689209, 0.5528772473335266, 0.7650841474533081, 0.9910382032394409, 0.980080246925354, 0.9581189155578613, 0.9822735786437988, 0.9082621335983276, 0.8916375637054443]"
1377,"[[72.63812451029933, 498.69473544034093], [44.551797822464344, 532.2482285202975], [42.75943738360738, 497.4471374219685], [51.25254804034566, 533.7947630083733], [61.520102523094, 464.2030940443705], [179.81249019711518, 580.9878277208246], [137.12170534355695, 450.59513949891596], [321.45795919728835, 617.203398344049], [269.51159197785137, 364.0706389942808], [415.740762932356, 601.496611234674], [398.17345632508744, 372.5836386064593], [424.03190661031147, 535.4379403876345], [416.3746898728748, 436.6232518830368], [612.1018212562384, 522.1060866944528], [593.290075346481, 427.7257103440864], [739.1523906422216, 530.6558563378439], [734.2107891703761, 412.6665120832087]]","[0.9493323564529419, 0.9393742084503174, 0.9734454154968262, 0.4207242727279663, 0.821029782295227, 0.9966012239456177, 0.23095637559890747, 0.9065244197845459, 0.9690104722976685, 0.5800144672393799, 0.7998335361480713, 0.9911234974861145, 0.9897209405899048, 0.9517510533332825, 0.9835357666015625, 0.9127138257026672, 0.9206159710884094]"
1378,"[[70.47473366315975, 508.868653511887], [41.85443585417992, 537.4933708227422], [40.28625825394032, 501.12763765325957], [48.762343561926556, 534.5523582348983], [60.52902629763581, 467.58766575863484], [172.9884180024613, 583.7900506708611], [131.6971760239712, 450.19709974955146], [313.70849662603337, 621.4480050556967], [262.8014756136162, 365.5152535324462], [399.6479598644168, 599.0451181220095], [369.82676084651507, 376.3690214750299], [420.2674039075541, 539.6329626055996], [408.86789639051574, 435.16403855319226], [610.1824320637903, 519.4088584498355], [592.6998506590378, 425.58568050986844], [733.9063157979832, 527.6053192284689], [731.8628735874975, 408.3873621014317]]","[0.9600178003311157, 0.932442307472229, 0.9772074818611145, 0.3153234124183655, 0.8416754007339478, 0.9957525730133057, 0.28228360414505005, 0.9271539449691772, 0.9723005294799805, 0.6379045844078064, 0.8563271760940552, 0.9922013878822327, 0.9884687662124634, 0.946449339389801, 0.9836357831954956, 0.9023939371109009, 0.9111561179161072]"
1379,"[[66.02888160528138, 502.24475039249404], [39.57223288957463, 536.0624410090834], [36.4298561451047, 498.2446464283044], [45.37857596818791, 532.6707056949014], [58.73282366020735, 474.5299008018092], [170.8087607982547, 584.1895418304006], [129.39825634623682, 443.7274958414324], [311.0436862679415, 624.3716883317135], [261.99863247538724, 361.1774791370739], [387.24293047882793, 608.4614526484002], [368.17402968295784, 364.2024019232207], [419.7464915375377, 540.6274764503588], [411.9482129673625, 430.9782621392793], [616.071568222933, 522.2657126102721], [596.1966985658158, 425.8503920267643], [733.2944535488306, 521.6133081171502], [730.3427533881609, 413.4448271390924]]","[0.9501330852508545, 0.9157800674438477, 0.9722414016723633, 0.35378459095954895, 0.6391422748565674, 0.9956891536712646, 0.2715969383716583, 0.9300621151924133, 0.9740468859672546, 0.7217941880226135, 0.8294661045074463, 0.9918588399887085, 0.9879246950149536, 0.9501800537109375, 0.9831019639968872, 0.9035773277282715, 0.9159361124038696]"
1380,"[[64.91327090596045, 501.60004976263457], [37.80869523869004, 534.1569526343825], [35.4276280957599, 494.18575743168736], [44.048324939816496, 534.7978597394588], [57.00202028141465, 472.4466132205069], [169.76555979529093, 584.0628106514232], [126.99683184956396, 440.5161062724282], [318.9431583493255, 611.9002609617972], [294.0410253835279, 351.9760701302706], [388.0164532328761, 617.3474237907446], [406.2725904597793, 378.0660032427482], [424.67261841685274, 539.9256977282072], [416.7878663650779, 433.2564767353843], [627.8908304225567, 523.1574508447967], [598.9238470210586, 429.6697443181818], [748.0623874220737, 536.0478655801436], [734.947083539741, 406.2414346357282]]","[0.9509332776069641, 0.9168061017990112, 0.9694582223892212, 0.35661089420318604, 0.6333919167518616, 0.9952656626701355, 0.2889881730079651, 0.5852945446968079, 0.8640027642250061, 0.7582769989967346, 0.7202945351600647, 0.9910557270050049, 0.985124945640564, 0.9574246406555176, 0.982601523399353, 0.7713208794593811, 0.9054837226867676]"
1381,"[[66.86635492014331, 500.5459580124851], [38.779297584711124, 534.7671464983927], [36.27545015202012, 500.8544892671576], [46.87275975249535, 530.8017683257326], [58.17225318731264, 475.31720759195576], [171.5833700756694, 580.111473850086], [127.35002437857695, 442.7177582517195], [310.9639134074366, 629.1750032707835], [268.4973743793576, 376.2710921730151], [410.78895001078763, 630.9838224712171], [400.90690346651303, 376.94874448639354], [425.85757765104603, 542.1448425585003], [421.2829890098683, 435.07549961217853], [634.717485226171, 527.2890870308762], [596.927390253821, 433.31137625224284], [750.1789979269338, 538.8744241084779], [732.2465053048245, 408.292532742879]]","[0.9405522346496582, 0.8899560570716858, 0.9609598517417908, 0.3550947904586792, 0.6663107872009277, 0.9952166080474854, 0.2896002531051636, 0.9248279333114624, 0.9685038924217224, 0.769309937953949, 0.6838862299919128, 0.9906989336013794, 0.9848378896713257, 0.9614152908325195, 0.982080340385437, 0.799193263053894, 0.904448390007019]"
1382,"[[64.4083682215491, 503.71084988972785], [39.74459013828012, 535.1237495093825], [37.040797211403074, 495.7072047183388], [44.762835303018264, 531.2752551211124], [57.2163015853527, 472.26200377541863], [171.42664301672647, 578.9649036170193], [124.7199953655864, 438.16926070947966], [315.0118459657181, 629.4490014765252], [297.79333540450693, 350.4716119355562], [395.3920320910077, 632.7683736262709], [405.1989164130632, 375.10638223310406], [429.55349671563437, 538.1122965105412], [422.1802652006926, 432.2333902605413], [629.5795758990355, 524.0059329676286], [596.4566138511481, 428.10420716208137], [742.2058599549671, 525.7697263288726], [739.5013130556706, 409.4264754153895]]","[0.9387722015380859, 0.8993598818778992, 0.9639774560928345, 0.31327879428863525, 0.6471958160400391, 0.9947761297225952, 0.26146042346954346, 0.9156777858734131, 0.8023046255111694, 0.8027278780937195, 0.6609222292900085, 0.9876936674118042, 0.9856352806091309, 0.9511618614196777, 0.9836493730545044, 0.8771749138832092, 0.8990280628204346]"
1383,"[[64.16267536961755, 519.931366112814], [40.67724290004996, 529.877915085788], [38.5092036225075, 489.0933397283965], [48.646857150765356, 528.2914887204695], [55.981881917909135, 461.18447043678975], [166.86935460290243, 575.8568270012522], [160.27587101071381, 417.69451816686603], [309.3222049446993, 623.8942123486095], [287.3956406171932, 343.9044364673669], [390.4603623678518, 636.4030843488338], [404.84633485661, 359.168029493122], [420.57731186511904, 533.7750098123505], [417.35504101043523, 422.30498537492525], [622.768929747648, 519.9314420417165], [589.1978945177655, 425.2419153240879], [741.0018439473108, 518.3179703853917], [733.2045464959256, 414.39108816630534]]","[0.9836544990539551, 0.9045505523681641, 0.9649015665054321, 0.36404091119766235, 0.8063148260116577, 0.39297935366630554, 0.9948784112930298, 0.9330352544784546, 0.8339806795120239, 0.8186131715774536, 0.6929550766944885, 0.9861507415771484, 0.9777786731719971, 0.9490464925765991, 0.9832037687301636, 0.8616130948066711, 0.9179208278656006]"
1384,"[[62.835246152656026, 517.2218490673595], [42.948580630989966, 531.3903691780054], [39.76537580268328, 485.1203838147615], [32.037668893503586, 537.8738563939145], [54.85130554021791, 455.929901269064], [172.16818734102472, 578.5681203449742], [164.05608106213947, 415.7738556930323], [324.31689506353337, 622.6219885429127], [301.0469973364542, 341.639678809061], [383.03840628335644, 628.3592932304127], [428.8700467486714, 354.2829770904979], [436.2919855117798, 532.6434764223236], [427.25534193460334, 423.86405105225776], [639.3439787321313, 520.8386931350927], [597.401675024698, 432.7818714488636], [757.8623620853867, 528.6739834872159], [740.0493255229884, 412.5837583404979]]","[0.9844657778739929, 0.8997839689254761, 0.9649451971054077, 0.5600911974906921, 0.8043490648269653, 0.34093886613845825, 0.996222972869873, 0.8936582803726196, 0.7686763405799866, 0.7719594836235046, 0.8316508531570435, 0.9861880540847778, 0.9791446924209595, 0.9581788778305054, 0.9834487438201904, 0.7820614576339722, 0.8920580744743347]"
1385,"[[65.08495419524436, 518.0216578433389], [43.89628095405047, 531.4594936827153], [40.272029521853426, 485.07611288408344], [52.55501871330794, 530.3719114458733], [54.46120271017385, 453.73084255382776], [173.9957889290743, 576.6826874217348], [165.39420859758243, 413.30115505382776], [331.4923331682072, 617.2545218581788], [317.27008872808415, 345.1628908586274], [352.33260088188706, 628.5735061864533], [391.78157163220783, 361.74904563210225], [430.92598673354746, 529.7643342086573], [424.6777390518854, 431.0086629037081], [638.0394798822182, 519.3144963460676], [594.3868750195171, 428.37416653427783], [749.8981898995333, 517.8433329751047], [736.2796485479488, 413.7965838418623]]","[0.9800053238868713, 0.9044617414474487, 0.9633228778839111, 0.29324984550476074, 0.798308253288269, 0.2819397449493408, 0.9961150884628296, 0.8694761991500854, 0.8429358005523682, 0.8552064895629883, 0.9025247097015381, 0.9813249111175537, 0.9847798347473145, 0.9480396509170532, 0.9814074635505676, 0.7248330116271973, 0.9035320281982422]"
1386,"[[65.09312359122343, 507.1447096829209], [45.287471771240234, 522.2736559416119], [42.30404867127884, 480.63452177640926], [51.90327790726063, 526.8142744000448], [57.15869695086812, 450.67970969460225], [175.4118091671966, 578.5584123967367], [164.96637348796045, 406.92929208563845], [328.74368729702263, 616.5563322368421], [309.21629253653595, 327.9941160941238], [370.3252892605094, 612.6057572798295], [381.95911695790846, 354.78089255008973], [427.22309187401174, 528.9531682210676], [418.9038296799327, 430.65140281567733], [629.4201671744502, 516.5173690284838], [587.5628878571266, 427.96988017251044], [747.8930913348531, 510.3152684845993], [730.1742296773334, 409.0127213035474]]","[0.9834734201431274, 0.9200860261917114, 0.9683858156204224, 0.37439948320388794, 0.7999225854873657, 0.2818818688392639, 0.9960829615592957, 0.8884446620941162, 0.9036270380020142, 0.7913204431533813, 0.9183692932128906, 0.9810599088668823, 0.9846304655075073, 0.9375534057617188, 0.9801485538482666, 0.6725415587425232, 0.9147429466247559]"
1387,"[[57.35506164195926, 505.09626616701553], [43.906358851942905, 517.6666668613561], [29.148442645405616, 479.9599095394737], [36.43244805446891, 547.0471249813098], [47.02619574790777, 437.6289740019438], [170.66892366631086, 576.9365637382252], [163.5069395553234, 401.3384338086872], [334.9969725497933, 608.9615758868496], [299.2694577061853, 322.48330148213216], [382.308917644412, 626.8324914959629], [374.44421746010005, 349.15966563247605], [432.6181949127552, 525.0075636868271], [424.9284755767778, 428.95940023175837], [640.4375786725865, 515.364347759046], [602.1453510106996, 430.4687441593152], [745.0399502598963, 497.2531901820425], [732.5168488524681, 418.3573424416866]]","[0.8222408890724182, 0.8649475574493408, 0.948307991027832, 0.4155239462852478, 0.611670196056366, 0.2433934509754181, 0.9914720058441162, 0.804391622543335, 0.9017831087112427, 0.6006090641021729, 0.9273957014083862, 0.9588727951049805, 0.9766942858695984, 0.8889528512954712, 0.9575182199478149, 0.4860110580921173, 0.8637865781784058]"
1388,"[[56.39491511500159, 492.4500154194079], [43.28928286530251, 507.82474645587246], [26.816045450609785, 472.93357885625375], [38.21877435196278, 538.146546286259], [43.36385930970658, 429.9951755943481], [174.38897811534792, 572.7965374084181], [158.97730552318484, 395.13708671314293], [338.1393870863804, 597.9979344418174], [295.3179832281068, 309.3908092736057], [380.01372049021165, 604.09744481721], [407.75091100293537, 317.68401515540893], [419.6325624765352, 525.0864304537978], [415.9867998500203, 427.5087522661857], [620.667555764664, 524.2261735103917], [592.4386252469795, 428.2453531511663], [740.555059240308, 504.94692569714414], [725.06297260107, 402.29424946616143]]","[0.8886047601699829, 0.9142354726791382, 0.9612081050872803, 0.5008460283279419, 0.6516742706298828, 0.2855876088142395, 0.994233250617981, 0.848735511302948, 0.9430734515190125, 0.6510095000267029, 0.8805214166641235, 0.9641283750534058, 0.9846885204315186, 0.9297598004341125, 0.976505696773529, 0.7105199098587036, 0.9035236835479736]"
